model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price
MSI Crosshair 15 B12UEZ-897IN Gaming Laptop,MSI,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,76,104990
Lenovo V15 Gen 2 Laptop,Lenovo,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.0,1920 x 1080,2,4,54,40871
Lenovo V15 82KDA01DIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,4,8,62,39999
Acer Spin 3 SP314-55N Laptop,Acer,12th Gen Core i5,16,512,0,Windows,INTEL IRIX XE,14.0,1920 x 1080,10,12,59,84990
Lenovo Legion 5 82JU00SYIN Laptop,Lenovo,AMD Ryzen 7 5800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,8,16,79,129994
Lenovo ThinkPad T14 20W0S1C800 Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,67,142000
MSI Raider GE77HX 12UHS-205IN Gaming Laptop,MSI,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,17.3,3840 x 2160,16,24,86,299990
MSI Vector GP76 12UGSO-868IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,1920 x 1080,14,20,82,170990
MSI Creator M16 A12UD-633IN Laptop,MSI,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,16.0,2560 x 1660,14,20,79,99990
MSI Alpha 15 B5EEK-235IN Laptop,MSI,Ryzen 7 5800H,8,512,0,Windows,8 GB AMD RADEON RX 6600M,15.6,1920 x 1080,8,16,75,79990
MSI Creator Pro M16 A12UIS-634IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA RTX A1000,16.0,2560 x 1660,14,20,80,109990
MSI Thin GF63 11SC-1046IN Gaming Laptop,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650 MAX-Q,15.6,1920 x 1080,6,12,69,54490
Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming Laptop,Asus,12th Gen Core i9,32,4000,0,Windows,16 GB NVIDIA RTX 3080TI,17.3,2560 x 1440,16,24,86,479990
Asus VivoBook 14 X415JA-EK324WS Laptop,Asus,10th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,2,4,50,32749
Chuwi HeroBook Pro Laptop,Chuwi,Intel Celeron N4020,8,256,0,Windows,INTEL HD,14.1,1366 x 768,2,2,48,23990
MSI Gaming Katana GF66 12UE-262IN Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,75,144834
Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,16 GB NVIDIA RTX 3080 TI,15.6,2560 x 1440,14,20,87,281990
MSI Katana GF76 11UE-485IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,17.32,1920 x 1080,8,16,72,92900
MSI Delta 15 A5EFK-201IN Gaming Laptop,MSI,AMD Ryzen 7 5800H,16,1000,0,Windows,10 GB AMD RADEON RX 6700M,15.6,1920 x 1080,8,16,79,100990
Asus VivoBook K15 OLED K513EA-L503WS Laptop,Asus,11th Gen Core i5,16,256,1000,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,66,67000
Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,12,73,89990
Lenovo IdeaPad Slim 5 82SF004XIN Laptop,Lenovo,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,67,82990
Lenovo V15 G2 82KDA00UIH Laptop,Lenovo,Ryzen 3 5300U,4,512,0,DOS,AMD RADEON,15.6,1920 x 1080,4,8,53,33250
Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,56,53490
Lenovo ThinkBook 14 20VDA0THIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,62,77500
Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,0,Windows,AMD RADEON,14.0,1920 x 1200,6,12,56,68200
Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,75,117900
Asus EeeBook E410KA-BV101WS Laptop,Asus,Pentium N6000,8,256,0,Windows,INTEL INTEGRATED UHD,14.1,1366 x 768,4,4,48,28990
Lenovo V14-IGL Laptop,Lenovo,Celeron N4020,4,0,1000,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,2,48,22999
Acer Nitro 5 AN515-45 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,69,59990
HP 14s-dy2508TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,54,39990
Asus VivoBook Ultra K14 K413EA-EB523WS Laptop,Asus,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,61,60990
Xiaomi Notebook Pro 120G Laptop,Xiaomi,12th Gen Core i5,16,512,0,Windows,2 GBNVIDIA MX550,14.0,2560 x 1600,8,12,73,76490
Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050TI,15.6,1920 x 1080,8,12,69,92772
Dell Inspiron 7420 D560828WIN9S Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1200,10,12,56,80490
HP Spectre x360 13-ef0057TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS X,13.5,1920 x 1280,10,12,69,108990
Dell G15-5521 SE D560738WIN9B Laptop,Dell,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,85,137490
Gigabyte Aorus 15 XE5 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,14,20,82,184900
HP Spectre x360 16-f1009TX Laptop,HP,12th Gen Core i7,16,1000,0,Windows,4 GB INTEL ARC A370M 4GB VRAM,16.0,3840 x 2400,12,16,74,176990
Asus ROG Strix G17 G713RM-KH168W Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,17.3,1920 x 1080,8,16,67,129990
HP Spectre x360 13-ef0052TU OLED Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,13.5,3000 x 2000,10,12,67,110480
Gigabyte Aorus 15 XE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,14,20,82,179990
Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming Laptop,Asus,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,17.3,2560 x 1440,16,24,86,359990
HP 255 G8 R3 Laptop,HP,AMD Ryzen 3,8,0,1000,Windows,MISSING,15.6,1920 x 1080,4,0,44,36600
HP Victus 15-fb0053AX Gaming Laptop,HP,Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,8,16,71,83099
Acer Nitro AN515-57 Gaming Laptop,Acer,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,8,16,73,82990
Acer Nitro 5 AN515-58 Gaming Laptop,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,72,82990
Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,Acer,Intel Core i5,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,67,62990
Asus Vivobook 15 2022 X1502ZA-EZ511WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,12,16,66,64980
Asus ROG Zephyrus G15 2022 GA503RM-HQ030WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,161990
Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,INTEL INTEGRATED IRIS XE,14.0,2880 x 1800,14,20,78,146490
Asus ProArt StudioBook Pro 16 H7600ZM-L901WS Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,3840 x 2400,14,20,87,217490
Asus ROG Zephyrus G15 GA503RM-LN095WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,82,164990
Asus ProArt StudioBook Pro 16 H7600ZW-L711WS Laptop,Asus,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,16.0,3840 x 2400,14,20,91,238121
MSI Stealth GS77 12UGS Gaming Laptop,MSI,12th Gen Core i7,32,2000,0,Windows,8 GB NVIDIA RTX 3070TI,17.3,2560 x 1440,14,20,93,308990
Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,8 GB NVIDIA RTX 3070,16.0,3840 x 2400,14,20,94,249990
Gigabyte Aorus 5 KE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,80,185000
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,256,0,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,51,34800
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,256,1000,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,55,41500
HP 250 G8 64Q91PA Laptop,HP,11th Gen Core i5,8,0,1000,Windows,INTEL INTEGRATED,15.6,1366 x 768,4,8,50,64000
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,512,0,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,53,42000
Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop,Lenovo,AMD Ryzen 7-5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,72,73590
Acer Aspire 3 A314-35 UN.K0SSI.033 Laptop,Acer,Pentium Silver N6000,8,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,4,4,48,24990
Asus VivoBook 15 X515JA-EJ552WS Laptop,Asus,10th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,59,50000
MSI Vector GP66 12UGSO-623IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,14,20,87,212990
Acer Aspire 3 A314-35 UN.K0SSI.030 Laptop,Acer,Pentium Silver N6000,4,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,4,4,47,22990
MSI Vector GP66 GP76-12UGSO Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,17.3,1920 x 1080,14,20,86,205000
Asus ZenBook Pro Duo 14 OLED UX8402ZA-LM711WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,INTEL INTEGRATED IRIS XE,14.5,2880 x 1800,14,20,76,149990
Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,14.5,2880 x 1800,14,20,85,179990
Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZA-M501WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.5,2880 x 1800,12,16,67,118299
Dell Inspiron 3525 D560831WIN9SE Laptop,Dell,AMD Ryzen 3 3250U,8,256,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,2,4,59,36680
Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,81,115990
Dell Alienware x15 R2 D569941WIN9 Gaming Laptop,Dell,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,1920 x 1080,8,20,86,280490
HP Victus 15-fa0353TX Laptop,HP,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,63,90990
HP Spectre x360 13-ef0054TU Laptop,HP,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,13.5,3000 x 2000,14,20,75,150480
Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,12,74,89990
Lenovo IdeaPad Gaming 3 82K201YCIN Laptop,Lenovo,AMD Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,71,66489
Asus VivoBook 14 X415EA-EK322WS Notebook,Asus,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED INTEL UHD,14.0,1920 x 1080,2,4,57,38490
Acer Aspire 3 A315-23 UN.HVTSI.015 Laptop,Acer,AMD Ryzen 5 3500U,8,512,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,4,8,56,38994
Acer Aspire 3 A315-23 UN.HVTSI.010 Laptop,Acer,AMD Ryzen 3 3250U,8,512,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,2,4,56,34490
Asus ROG Strix G15 2022 G513RW-HQ149WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,2560 x 1440,8,16,82,174990
Asus ROG Strix G15 2022 G513RS-HQ024WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3080,15.6,2560 x 1440,8,16,82,186000
Dell Inspiron 5410 ICC-C782512WIN8 Laptop,Dell,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,69,65600
Lenovo IdeaPad Slim 3 82RK00EDIN Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,10,12,55,62390
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,55,53990
Acer Nitro 5 AN515-58 Laptop,Acer,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,79,124990
LG Gram 14 14Z90Q-G.AJ56A2 Laptop,LG,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1200 x 1920,12,16,68,91490
Dell Alienware X17 R2 D569943WIN9 Gaming Laptop,Dell,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,1920 x 1080,14,20,92,300490
Asus TUF Gaming A17 FA706IHR-HX031W Gaming Laptop,Asus,AMD Ryzen 5 4600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,17.3,1920 x 1080,6,12,71,70000
Asus ROG Strix G15 2022 G513RW-HQ137WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,2560 x 1440,8,16,84,174990
Lenovo Thinkbook 14 Gen 2 20VD011CIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,51,70900
Asus ROG Strix G15 G513RM-HF328WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,80,137990
HP Victus 15-fa0351TX Laptop,HP,12th Gen Core i7,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,61,88570
HP 15s-eq1561AU Laptop,HP,AMD Ryzen 3 3250U,8,256,0,Windows,AMD RADEON RADEON,15.6,1366 x 768,2,4,55,29997
Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,14,20,85,174990
Asus TUF Gaming F15 FX506HC-HN119W Gaming Laptop,Asus,11th Gen Core i5,8,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,66,85990
Asus ROG Strix G15 G513QR-HF302WS Gaming Laptop,Asus,Ryzen 7 5800H,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,1920 x 1080,8,16,81,146990
HP Pavilion x360 14-dy0212TU Laptop,HP,11th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1366 x 768,4,8,54,46999
Lenovo IdeaPad Slim 3 81X800LAIN Laptop,Lenovo,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,45,39650
Lenovo Thinkpad P15s 20W7S1H800 Laptop,Lenovo,11th Gen Core i7,32,1000,0,Windows,4 GB NVIDIA QUADRO T500,15.6,1920 x 1080,4,8,76,168500
HP 14s-dq3037tu Laptop,HP,Intel Celeron N4500,8,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,2,0,45,25521
HP Pavilion x360 14-ek0088TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,62,89990
Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,0,Windows,AMD RADEON,14.0,1920 x 1200,6,12,63,72990
Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop,Acer,AMD Ryzen 5-5500U,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,68,56990
Acer Aspire 3 A314-22 NX.HVVSI.007 Laptop,Acer,AMD 3020e,4,0,1000,Windows,AMD RADEON AMD,14.0,1366 x 768,2,2,48,22449
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen 3 3250U,8,256,1000,Windows,AMD RADEON RADEON,15.6,1920 x 1080,2,4,60,47990
Lenovo ThinkPad T14 20W0S1HW00 Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,2 GBNVIDIA MX450,14.0,1920 x 1080,4,8,67,153970
Lenovo Ideapad Gaming 3 82K201UMIN Laptop,Lenovo,Ryzen 7 5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,67,79990
Dell Vostro 5625 laptop,Dell,AMD Ryzen 7-5825U,16,512,0,Windows,AMD RADEON,16.0,1920 x 1200,8,16,61,70990
Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,59,90990
Lenovo IdeaPad 3 82RK0064IN Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,10,12,60,58099
Lenovo IdeaPad Gaming 3 82K101A4IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,60,63990
Fujitsu UH-X FPC01319LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,73,82994
Fujitsu UH-X FPC02568LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,65,73494
Fujitsu CH FPC02548LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,62,54490
Fujitsu UH-X FPC02569LK Laptop,Fujitsu,11th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,66,82994
Dell Alienware M15 ICC-C780002WIN8 Laptop,Dell,AMD Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050TI,15.6,1920 x 1080,8,16,67,131699
Lenovo IdeaPad Gaming 3 82K1019AIN Laptop,Lenovo,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,72,64990
HP Spectre X360 16-f1003TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS X,16.0,3072 x 1920,14,20,76,138999
HP Pavilion 14-eh0021TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2240 x 1400,12,16,66,74990
HP Victus 15-fa0073TX Laptop,HP,12th Gen Core i7,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,61,85990
HP Pavilion 14-eh0025TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2240 x 1400,12,16,65,73500
Lenovo Yoga 7 Flip 82QE009SIN Laptop,Lenovo,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,12,16,71,112990
Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN Laptop,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,76,109990
Acer Aspire 5 NX.K6SSI.002 Laptop,Acer,12th Gen Core i3,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,6,8,49,40990
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,Asus,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,73,76990
Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,12,16,65,61990
Dell Vostro 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,Windows,AMD RADEON RADEON,15.6,1920 x 1080,8,16,67,57990
LG Gram 16Z90Q-G.AJ54A2 Laptop,LG,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,16.0,1600 x 2560,12,16,67,96490
Dell Vostro 3425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,12,67,52499
Asus TUF Gaming F15 FX506LHB-HN357W Gaming Laptop,Asus,10th Gen Core i5,8,1000,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,61,67461
Asus ROG Flow X13 GV301RC-LJ022WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,AMD RADEON AMD,13.4,1920 x 1200,8,16,75,144990
Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,8 GB AMD RADEON RX 6800S,14.0,2560 x 1600,8,16,87,199990
Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,1920 x 1200,8,16,82,164104
Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,3840 x 2400,8,16,84,175990
Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,144990
Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,156990
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,16.0,3840 x 2400,8,16,93,396990
Asus ROG Zephyrus G15 2022 GA503RS-HQ027WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA RTX 3080,15.6,2560 x 1440,8,16,84,199086
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,16.0,1920 x 1200,8,16,91,361990
Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,8 GB AMD RADEON RX 6700S,14.0,2560 x 1600,8,16,80,159399
Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,148990
Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,16.0,2560 x 1600,8,16,82,151990
Asus ROG Zephyrus Duo 16 GX650RMZ-LS019WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,32,2000,0,Windows,6 GB NVIDIA RTX 3060,16.0,1920 x 1200,8,16,86,224990
Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,8,16,86,189990
Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,8,16,82,171990
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,16.0,2560 x 1600,8,16,91,391990
Asus ROG Flow X13 GV301RA-LJ031WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,AMD RADEON AMD,13.4,1920 x 1200,8,16,73,111399
Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,8,16,86,188000
HP Pavilion x360 14-ek0092TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,61,89990
Dell Inspiron 7620 Laptop,Dell,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,16.0,1920 x 1200,10,12,59,87500
HP Pavilion x360 14-ek0078TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,60,71990
Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,2880 x 1800,14,20,75,134990
